Ranking_x,Population_x,Growth_x,Sex-Ratio_x,Literacy_x,Area,population density,Normalized_Nighttime_Light_Intensity,lat,long,Urbanization_Cluster,Urbanization_Level_High Urbanization,Urbanization_Level_Low Urbanization,Urbanization_Level_Medium Urbanization
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2089784367220529,-0.09999010632369663,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.217224440802302,-0.1872491091266453,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2790694714042337,-0.11344593385871399,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.298574442594078,-0.04331252973673599,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1809103074488616,-0.04168152033852485,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1392045560429467,-0.274100359580034,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2265804838933694,-0.10610639156689423,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-0.8564617622910499,-0.7556558843944339,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.0657834043283452,-0.7581023984917361,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1236640098916952,-0.6325146748313907,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1533179091803167,-0.18826849000048743,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2156386707868716,-0.08898079288592355,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.5705340002410146,-0.06023425224289769,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-0.9639769693374779,-0.3605438576838916,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1193824308500275,0.004394495160222742,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.05468301422031,-0.20355920310849596,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2196030958254533,-0.16339559667816594,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2075512437081597,-0.18867624235004746,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-0.9792003614856546,-0.5399548914843644,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2238846748671321,-0.10712577244073636,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.292865670538506,-0.11996997145147162,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.1840818474797337,-0.4178330627951633,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2376808740014047,-0.09040792610935468,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2356193729813396,-0.10243662042096988,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.4470025160387001,-0.1990739272634805,-0.7889626439562075,0,0,1
326,1.9953029753885578,12.74%,-0.3562447921823655,2.0315516033617826,-0.09852482688481376,0.7529277773725963,1.1589007279849692,-1.2825581654381917,-0.11793120970372943,-0.7889626439562075,0,0,1
